From	Entry	Entry Name	Protein names
NP_006086	Q9Y2Q0	AT8A1_HUMAN	Phospholipid-transporting ATPase IA (EC 7.6.2.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1)
NP_001098999	Q9Y2Q0	AT8A1_HUMAN	Phospholipid-transporting ATPase IA (EC 7.6.2.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1)
NP_078800	Q9H7F0	AT133_HUMAN	Polyamine-transporting ATPase 13A3 (ATPase family homolog up-regulated in senescence cells 1) (Putrescine transporting ATPase) (EC 7.6.2.16)
NP_689509	P13637	AT1A3_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-3 (Na(+)/K(+) ATPase alpha-3 subunit) (EC 7.2.2.13) (Na(+)/K(+) ATPase alpha(III) subunit) (Sodium pump subunit alpha-3)
NP_689509	Q53ES0	Q53ES0_HUMAN	Sodium/potassium-transporting ATPase subunit alpha
NP_055431	Q9Y2G3	AT11B_HUMAN	Phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)
NP_055431	B4DKX1	B4DKX1_HUMAN	cDNA FLJ60651, highly similar to Probable phospholipid-transporting ATPase IF
NP_055431	B4E3T1	B4E3T1_HUMAN	Phospholipid-transporting ATPase (EC 7.6.2.1)
NP_777613	Q93084	AT2A3_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3)
NP_777613	A8K9K1	A8K9K1_HUMAN	Calcium-transporting ATPase (EC 7.2.2.10)
NP_777618	Q93084	AT2A3_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3)
NP_777618	A8K9K1	A8K9K1_HUMAN	Calcium-transporting ATPase (EC 7.2.2.10)
NP_005164	Q93084	AT2A3_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3)
NP_005164	A8K9K1	A8K9K1_HUMAN	Calcium-transporting ATPase (EC 7.2.2.10)
NP_777617	Q93084	AT2A3_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3)
NP_777617	A8K9K1	A8K9K1_HUMAN	Calcium-transporting ATPase (EC 7.2.2.10)
NP_777616	Q93084	AT2A3_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3)
NP_777616	A8K9K1	A8K9K1_HUMAN	Calcium-transporting ATPase (EC 7.2.2.10)
NP_777615	Q93084	AT2A3_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3)
NP_777615	A8K9K1	A8K9K1_HUMAN	Calcium-transporting ATPase (EC 7.2.2.10)
NP_777614	Q93084	AT2A3_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3)
NP_777614	A8K9K1	A8K9K1_HUMAN	Calcium-transporting ATPase (EC 7.2.2.10)
NP_065186	Q9P241	AT10D_HUMAN	Phospholipid-transporting ATPase VD (EC 7.6.2.1) (ATPase class V type 10D) (P4-ATPase flippase complex alpha subunit ATP10D)
NP_006036	O75110	ATP9A_HUMAN	Probable phospholipid-transporting ATPase IIA (EC 7.6.2.1) (ATPase class II type 9A)
NP_006036	B4DR18	B4DR18_HUMAN	Phospholipid-transporting ATPase (EC 7.6.2.1)
NP_006036	Q2NLD0	Q2NLD0_HUMAN	Phospholipid-transporting ATPase (EC 7.6.2.1)
NP_000693	P50993	AT1A2_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-2 (Na(+)/K(+) ATPase alpha-2 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-2)
NP_000693	A0A0S2Z3W6	A0A0S2Z3W6_HUMAN	Sodium/potassium-transporting ATPase subunit alpha
NP_000696	P51164	ATP4B_HUMAN	Potassium-transporting ATPase subunit beta (Gastric H(+)/K(+) ATPase subunit beta) (Proton pump beta chain)
NP_001001486	P98194	AT2C1_HUMAN	Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1) (Ca(2+)/Mn(2+)-ATPase 2C1) (Secretory pathway Ca(2+)-transporting ATPase type 1) (SPCA1)
NP_001001485	P98194	AT2C1_HUMAN	Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1) (Ca(2+)/Mn(2+)-ATPase 2C1) (Secretory pathway Ca(2+)-transporting ATPase type 1) (SPCA1)
NP_055197	P98194	AT2C1_HUMAN	Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1) (Ca(2+)/Mn(2+)-ATPase 2C1) (Secretory pathway Ca(2+)-transporting ATPase type 1) (SPCA1)
NP_001001487	P98194	AT2C1_HUMAN	Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1) (Ca(2+)/Mn(2+)-ATPase 2C1) (Secretory pathway Ca(2+)-transporting ATPase type 1) (SPCA1)
NP_000692	P05023	AT1A1_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-1)
NP_001001734	Q13733	AT1A4_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-4 (Na(+)/K(+) ATPase alpha-4 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-4)
NP_653300	Q13733	AT1A4_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-4 (Na(+)/K(+) ATPase alpha-4 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-4)
NP_001668	P05026	AT1B1_HUMAN	Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1)
NP_001668	A3KLL5	A3KLL5_HUMAN	Sodium/potassium-transporting ATPase subunit beta
NP_001005855	P98198	AT8B2_HUMAN	Phospholipid-transporting ATPase ID (EC 7.6.2.1) (ATPase class I type 8B member 2) (P4-ATPase flippase complex alpha subunit ATP8B2)
NP_065185	P98198	AT8B2_HUMAN	Phospholipid-transporting ATPase ID (EC 7.6.2.1) (ATPase class I type 8B member 2) (P4-ATPase flippase complex alpha subunit ATP8B2)
NP_065185	Q6P3T1	Q6P3T1_HUMAN	ATP8B2 protein
NP_001005918	B7ZLR4	B7ZLR4_HUMAN	P-type Cu(+) transporter (EC 7.2.2.8)
NP_000044	P35670	ATP7B_HUMAN	Copper-transporting ATPase 2 (EC 7.2.2.8) (Copper pump 2) (Wilson disease-associated protein) [Cleaved into: WND/140 kDa]
NP_000044	A0A024RDX3	A0A024RDX3_HUMAN	P-type Cu(+) transporter (EC 7.2.2.8)
NP_000044	B7ZLR4	B7ZLR4_HUMAN	P-type Cu(+) transporter (EC 7.2.2.8)
NP_001010986	Q8NB49	AT11C_HUMAN	Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)
NP_775965	Q8NB49	AT11C_HUMAN	Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)
NP_055676	O75185	AT2C2_HUMAN	Calcium-transporting ATPase type 2C member 2 (ATPase 2C2) (EC 7.2.2.10) (Ca(2+)/Mn(2+)-ATPase 2C2) (Secretory pathway Ca(2+)-transporting ATPase type 2) (SPCA2)
NP_079113	Q8TF62	AT8B4_HUMAN	Probable phospholipid-transporting ATPase IM (EC 7.6.2.1) (ATPase class I type 8B member 4) (P4-ATPase flippase complex alpha subunit ATP8B4)
NP_079113	Q6PG43	Q6PG43_HUMAN	ATP8B4 protein
NP_056020	P98196	AT11A_HUMAN	Phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)
NP_056020	Q659C3	Q659C3_HUMAN	Uncharacterized protein DKFZp434P0831
NP_056020	Q6PJ25	Q6PJ25_HUMAN	Phospholipid-transporting ATPase (EC 7.6.2.1)
NP_115565	P98196	AT11A_HUMAN	Phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)
NP_115565	E9PEJ6	E9PEJ6_HUMAN	Phospholipid-transporting ATPase (EC 7.6.2.1)
NP_115565	Q659C3	Q659C3_HUMAN	Uncharacterized protein DKFZp434P0831
NP_115565	Q6PJ25	Q6PJ25_HUMAN	Phospholipid-transporting ATPase (EC 7.6.2.1)
NP_115655	Q4VNC1	AT134_HUMAN	Probable cation-transporting ATPase 13A4 (EC 7.2.2.-) (P5-ATPase isoform 4)
NP_115655	B3KU47	B3KU47_HUMAN	cDNA FLJ39191 fis, clone OCBBF2004669, highly similar to Homo sapiens ATPase type 13A4 (ATP13A4), mRNA
NP_620168	O60423	AT8B3_HUMAN	Phospholipid-transporting ATPase IK (EC 7.6.2.1) (ATPase class I type 8B member 3)
NP_940907	Q4VNC0	AT135_HUMAN	Probable cation-transporting ATPase 13A5 (EC 7.2.2.-) (P5-ATPase isoform 5)
NP_940933	O43861	ATP9B_HUMAN	Probable phospholipid-transporting ATPase IIB (EC 7.6.2.1) (ATPase class II type 9B)
NP_940933	B3KSI8	B3KSI8_HUMAN	cDNA FLJ36385 fis, clone THYMU2008727, highly similar to Probable phospholipid-transporting ATPase IIB
NP_940933	Q69YZ7	Q69YZ7_HUMAN	Uncharacterized protein DKFZp434A042
NP_940933	Q7Z3J4	Q7Z3J4_HUMAN	Uncharacterized protein DKFZp686H2093
NP_002549	P51575	P2RX1_HUMAN	P2X purinoceptor 1 (P2X1) (ATP receptor) (Purinergic receptor)
NP_005437	O15547	P2RX6_HUMAN	P2X purinoceptor 6 (P2X6) (ATP receptor) (P2XM) (Purinergic receptor) (Purinergic receptor P2X-like 1)
NP_036358	Q9UBL9	P2RX2_HUMAN	P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor)
NP_036358	Q32MC3	Q32MC3_HUMAN	ATP receptor (Purinergic receptor)
NP_057402	Q9UBL9	P2RX2_HUMAN	P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor)
NP_057402	Q32MC3	Q32MC3_HUMAN	ATP receptor (Purinergic receptor)
NP_733782	Q9UBL9	P2RX2_HUMAN	P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor)
NP_733782	Q32MC3	Q32MC3_HUMAN	ATP receptor (Purinergic receptor)
NP_733783	Q9UBL9	P2RX2_HUMAN	P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor)
NP_733783	Q32MC3	Q32MC3_HUMAN	ATP receptor (Purinergic receptor)
NP_777361	Q9UBL9	P2RX2_HUMAN	P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor)
NP_777361	Q32MC3	Q32MC3_HUMAN	ATP receptor (Purinergic receptor)
NP_777362	Q9UBL9	P2RX2_HUMAN	P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor)
NP_777362	Q32MC3	Q32MC3_HUMAN	ATP receptor (Purinergic receptor)
NP_002550	P56373	P2RX3_HUMAN	P2X purinoceptor 3 (P2X3) (ATP receptor) (Purinergic receptor)
NP_002551	Q99571	P2RX4_HUMAN	P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor)
NP_778255	Q93086	P2RX5_HUMAN	P2X purinoceptor 5 (P2X5) (ATP receptor) (Purinergic receptor)
NP_002552	Q93086	P2RX5_HUMAN	P2X purinoceptor 5 (P2X5) (ATP receptor) (Purinergic receptor)
NP_002553	Q99572	P2RX7_HUMAN	P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor)
NP_000315	Q02094	RHAG_HUMAN	Ammonium transporter Rh type A (Erythrocyte membrane glycoprotein Rh50) (Erythrocyte plasma membrane 50 kDa glycoprotein) (Rh50A) (Rhesus blood group family type A glycoprotein) (Rh family type A glycoprotein) (Rh type A glycoprotein) (Rhesus blood group-associated ammonia channel) (Rhesus blood group-associated glycoprotein) (CD antigen CD241)
NP_000315	Q96E98	Q96E98_HUMAN	Rh-associated glycoprotein
NP_057405	Q9UBD6	RHCG_HUMAN	Ammonium transporter Rh type C (Rh glycoprotein kidney) (Rhesus blood group family type C glycoprotein) (Rh family type C glycoprotein) (Rh type C glycoprotein) (Tumor-related protein DRC2)
NP_065140	Q9H310	RHBG_HUMAN	Ammonium transporter Rh type B (Rhesus blood group family type B glycoprotein) (Rh family type B glycoprotein) (Rh type B glycoprotein)
NP_619522	P18577	RHCE_HUMAN	Blood group Rh(CE) polypeptide (Rh polypeptide 1) (RhPI) (Rh30A) (RhIXB) (Rhesus C/E antigens) (CD antigen CD240CE)
NP_065231	P18577	RHCE_HUMAN	Blood group Rh(CE) polypeptide (Rh polypeptide 1) (RhPI) (Rh30A) (RhIXB) (Rhesus C/E antigens) (CD antigen CD240CE)
NP_065231	A0A1L3H056	A0A1L3H056_HUMAN	Rh blood group CE antigen
NP_065231	A0A220QMN8	A0A220QMN8_HUMAN	Blood group Rh(CE) polypeptide (RHCE) (Rh blood group CcEe antigens) (Rhesus blood group CcEe antigen)
NP_619523	P18577	RHCE_HUMAN	Blood group Rh(CE) polypeptide (Rh polypeptide 1) (RhPI) (Rh30A) (RhIXB) (Rhesus C/E antigens) (CD antigen CD240CE)
NP_057208	Q02161	RHD_HUMAN	Blood group Rh(D) polypeptide (RHXIII) (Rh polypeptide 2) (RhPII) (Rhesus D antigen) (CD antigen CD240D)
NP_057208	A0A1B1R0Y1	A0A1B1R0Y1_HUMAN	RHD (Rh blood group D antigen)
NP_057208	B4DLT8	B4DLT8_HUMAN	cDNA FLJ60674, highly similar to Blood group Rh(D) polypeptide
NP_057208	Q1KT12	Q1KT12_HUMAN	Rhesus blood group D antigen
NP_057208	Q7RU08	Q7RU08_HUMAN	Blood group Rh(D) polypeptide isoform 3 (RHD) (Rh blood group) (Rh blood group D antigen) (Rh blood group, D antigen) (RhD polypeptide) (RhD protein) (Rhesus blood group D antigen) (Rhesus blood group D antigen variant) (Rhesus blood group, D antigen)
NP_003559	O76027	ANXA9_HUMAN	Annexin A9 (Annexin XXXI) (Annexin-31) (Annexin-9) (Pemphaxin)
NP_001144	P09525	ANXA4_HUMAN	Annexin A4 (35-beta calcimedin) (Annexin IV) (Annexin-4) (Carbohydrate-binding protein p33/p41) (Chromobindin-4) (Endonexin I) (Lipocortin IV) (P32.5) (PP4-X) (Placental anticoagulant protein II) (PAP-II) (Protein II)
NP_001144	Q6P452	Q6P452_HUMAN	Annexin
NP_001146	P08133	ANXA6_HUMAN	Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70)
NP_001146	A0A0S2Z2Z6	A0A0S2Z2Z6_HUMAN	Annexin
NP_004025	P20073	ANXA7_HUMAN	Annexin A7 (Annexin VII) (Annexin-7) (Synexin)
NP_004025	B2R657	B2R657_HUMAN	Annexin
NP_001147	P20073	ANXA7_HUMAN	Annexin A7 (Annexin VII) (Annexin-7) (Synexin)
NP_004297	P27216	ANX13_HUMAN	Annexin A13 (Annexin XIII) (Annexin-13) (Intestine-specific annexin) (ISA)
NP_004297	Q53FB5	Q53FB5_HUMAN	Annexin
NP_001003954	P27216	ANX13_HUMAN	Annexin A13 (Annexin XIII) (Annexin-13) (Intestine-specific annexin) (ISA)
NP_001003954	Q53FB5	Q53FB5_HUMAN	Annexin
NP_005130	P12429	ANXA3_HUMAN	Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Inositol 1,2-cyclic phosphate 2-phosphohydrolase) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III)
NP_009124	Q9UJ72	ANX10_HUMAN	Annexin A10 (Annexin-10) (Annexin-14)
NP_665876	P50995	ANX11_HUMAN	Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50)
NP_665876	Q5T0G8	Q5T0G8_HUMAN	Annexin
NP_001148	P50995	ANX11_HUMAN	Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50)
NP_001148	Q5T0G8	Q5T0G8_HUMAN	Annexin
NP_665875	P50995	ANX11_HUMAN	Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50)
NP_665875	Q5T0G8	Q5T0G8_HUMAN	Annexin
NP_001145	P08758	ANXA5_HUMAN	Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CPB-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha)
NP_001145	V9HWE0	V9HWE0_HUMAN	Annexin
NP_000691	P04083	ANXA1_HUMAN	Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35) [Cleaved into: Annexin Ac2-26]
NP_000691	Q5TZZ9	Q5TZZ9_HUMAN	Annexin
NP_001002857	P07355	ANXA2_HUMAN	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)
NP_001002857	A0A024R5Z7	A0A024R5Z7_HUMAN	Annexin
NP_001002858	P07355	ANXA2_HUMAN	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)
NP_004030	P07355	ANXA2_HUMAN	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)
NP_004030	A0A024R5Z7	A0A024R5Z7_HUMAN	Annexin
NP_001035173	P13928	ANXA8_HUMAN	Annexin A8 (Annexin VIII) (Annexin-8) (Vascular anticoagulant-beta) (VAC-beta)
NP_001092315	P13928	ANXA8_HUMAN	Annexin A8 (Annexin VIII) (Annexin-8) (Vascular anticoagulant-beta) (VAC-beta)
NP_001092315	Q5VT79	AXA81_HUMAN	Annexin A8-like protein 1
NP_001179	Q16611	BAK_HUMAN	Bcl-2 homologous antagonist/killer (Apoptosis regulator BAK) (Bcl-2-like protein 7) (Bcl2-L-7)
NP_001179	A0A0S2Z391	A0A0S2Z391_HUMAN	BCL2-antagonist/killer 1 isoform 1
NP_001182	Q07817	B2CL1_HUMAN	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)
NP_001182	Q5TE63	Q5TE63_HUMAN	Bcl-2-like protein 1 (Apoptosis regulator Bcl-X)
NP_612815	Q07817	B2CL1_HUMAN	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)
NP_612815	A0A0S2Z3C5	A0A0S2Z3C5_HUMAN	Bcl-2-like protein 1 (Apoptosis regulator Bcl-X)
NP_000648	P10415	BCL2_HUMAN	Apoptosis regulator Bcl-2
NP_000648	A0A024R2C4	A0A024R2C4_HUMAN	Apoptosis regulator Bcl-2
NP_000624	P10415	BCL2_HUMAN	Apoptosis regulator Bcl-2
NP_000624	A0A024R2B3	A0A024R2B3_HUMAN	Apoptosis regulator Bcl-2
NP_004315	Q07812	BAX_HUMAN	Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4)
NP_620116	Q07812	BAX_HUMAN	Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4)
NP_620118	Q07812	BAX_HUMAN	Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4)
NP_620119	Q07812	BAX_HUMAN	Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4)
NP_004040	Q16548	B2LA1_HUMAN	Bcl-2-related protein A1 (Bcl-2-like protein 5) (Bcl2-L-5) (Hemopoietic-specific early response protein) (Protein BFL-1) (Protein GRS)
NP_004041	Q92843	B2CL2_HUMAN	Bcl-2-like protein 2 (Bcl2-L-2) (Apoptosis regulator Bcl-W)
NP_115904	Q9UMX3	BOK_HUMAN	Bcl-2-related ovarian killer protein (hBOK) (Bcl-2-like protein 9) (Bcl2-L-9)
NP_115904	A0A024R4A8	A0A024R4A8_HUMAN	BCL2-related ovarian killer, isoform CRA_a (Bcl-2-related ovarian killer protein isoform 1)
NP_001094349	Q9HBF5	ST20_HUMAN	Suppressor of tumorigenicity 20 protein (Human cervical cancer suppressor gene 1 protein) (HCCS-1)
NP_001094350	Q9HBF5	ST20_HUMAN	Suppressor of tumorigenicity 20 protein (Human cervical cancer suppressor gene 1 protein) (HCCS-1)
NP_620048	Q9BZR8	B2L14_HUMAN	Apoptosis facilitator Bcl-2-like protein 14 (Bcl2-L-14) (Apoptosis regulator Bcl-G)
NP_620048	A0A024RAR1	A0A024RAR1_HUMAN	HCG27697, isoform CRA_a
NP_620049	Q9BZR8	B2L14_HUMAN	Apoptosis facilitator Bcl-2-like protein 14 (Bcl2-L-14) (Apoptosis regulator Bcl-G)
NP_620049	A0A024RAR1	A0A024RAR1_HUMAN	HCG27697, isoform CRA_a
NP_110393	Q9BZR8	B2L14_HUMAN	Apoptosis facilitator Bcl-2-like protein 14 (Bcl2-L-14) (Apoptosis regulator Bcl-G)
NP_110393	A0A140VJF2	A0A140VJF2_HUMAN	HCG27697, isoform CRA_c (Testicular tissue protein Li 26)
NP_068779	Q07820	MCL1_HUMAN	Induced myeloid leukemia cell differentiation protein Mcl-1 (Bcl-2-like protein 3) (Bcl2-L-3) (Bcl-2-related protein EAT/mcl1) (mcl1/EAT)
NP_877495	Q07820	MCL1_HUMAN	Induced myeloid leukemia cell differentiation protein Mcl-1 (Bcl-2-like protein 3) (Bcl2-L-3) (Bcl-2-related protein EAT/mcl1) (mcl1/EAT)
NP_695006	Q8NFU0	BEST4_HUMAN	Bestrophin-4 (Vitelliform macular dystrophy 2-like protein 2)
NP_004174	O76090	BEST1_HUMAN	Bestrophin-1 (TU15B) (Vitelliform macular dystrophy protein 2)
NP_060152	Q8NFU1	BEST2_HUMAN	Bestrophin-2 (Vitelliform macular dystrophy 2-like protein 1)
NP_116124	Q8N1M1	BEST3_HUMAN	Bestrophin-3 (Vitelliform macular dystrophy 2-like protein 3)
NP_689652	Q8N1M1	BEST3_HUMAN	Bestrophin-3 (Vitelliform macular dystrophy 2-like protein 3)
NP_004043	Q12983	BNIP3_HUMAN	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3
NP_004043	Q6NVY4	Q6NVY4_HUMAN	BNIP3 protein
NP_004322	O60238	BNI3L_HUMAN	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like (Adenovirus E1B19K-binding protein B5) (BCL2/adenovirus E1B 19 kDa protein-interacting protein 3A) (NIP3-like protein X) (NIP3L)
NP_004322	Q6IBV1	Q6IBV1_HUMAN	BCL2/adenovirus E1B 19kDa interacting protein 3-like (BNIP3L protein) (cDNA FLJ75547, highly similar to Homo sapiens BCL2/adenovirus E1B 19kDa interacting protein 3-like (BNIP3L), mRNA)
NP_060186	Q9NXJ0	M4A12_HUMAN	Membrane-spanning 4-domains subfamily A member 12
NP_113645	Q9BY19	M4A8_HUMAN	Membrane-spanning 4-domains subfamily A member 8 (Four-span transmembrane protein 4) (Membrane-spanning 4-domains subfamily A member 8B)
NP_076926	Q96JQ5	M4A4A_HUMAN	Membrane-spanning 4-domains subfamily A member 4A (CD20 antigen-like 1) (Four-span transmembrane protein 1)
NP_076926	A0A384MDW1	A0A384MDW1_HUMAN	Epididymis secretory sperm binding protein (Membrane spanning 4-domains A4A) (Membrane-spanning 4-domains, subfamily A, member 4, isoform CRA_c)
NP_076926	Q4JF27	Q4JF27_HUMAN	cDNA FLJ90600 fis, clone PLACE1001401, highly similar to Membrane-spanning 4-domains subfamily A member 4A
NP_683876	Q96JQ5	M4A4A_HUMAN	Membrane-spanning 4-domains subfamily A member 4A (CD20 antigen-like 1) (Four-span transmembrane protein 1)
NP_689930	Q8N5U1	M4A15_HUMAN	Membrane-spanning 4-domains subfamily A member 15
NP_001092305	Q8N5U1	M4A15_HUMAN	Membrane-spanning 4-domains subfamily A member 15
NP_068769	P11836	CD20_HUMAN	B-lymphocyte antigen CD20 (B-lymphocyte surface antigen B1) (Bp35) (Leukocyte surface antigen Leu-16) (Membrane-spanning 4-domains subfamily A member 1) (CD antigen CD20)
NP_068769	A0A024R507	A0A024R507_HUMAN	Membrane-spanning 4-domains, subfamily A, member 1, isoform CRA_a
NP_690605	P11836	CD20_HUMAN	B-lymphocyte antigen CD20 (B-lymphocyte surface antigen B1) (Bp35) (Leukocyte surface antigen Leu-16) (Membrane-spanning 4-domains subfamily A member 1) (CD antigen CD20)
NP_690605	A0A024R507	A0A024R507_HUMAN	Membrane-spanning 4-domains, subfamily A, member 1, isoform CRA_a
NP_006129	Q96HJ5	MS4A3_HUMAN	Membrane-spanning 4-domains subfamily A member 3 (CD20 antigen-like protein) (Hematopoietic-specific transmembrane protein 4) (HTm4)
NP_000130	Q01362	FCERB_HUMAN	High affinity immunoglobulin epsilon receptor subunit beta (FcERI) (Fc epsilon receptor I beta-chain) (IgE Fc receptor subunit beta) (Membrane-spanning 4-domains subfamily A member 2)
NP_001026836	Q96HJ5	MS4A3_HUMAN	Membrane-spanning 4-domains subfamily A member 3 (CD20 antigen-like protein) (Hematopoietic-specific transmembrane protein 4) (HTm4)
NP_001026979	Q96HJ5	MS4A3_HUMAN	Membrane-spanning 4-domains subfamily A member 3 (CD20 antigen-like protein) (Hematopoietic-specific transmembrane protein 4) (HTm4)
NP_076434	Q9H3V2	MS4A5_HUMAN	Membrane-spanning 4-domains subfamily A member 5 (CD20 antigen-like 2) (Testis-expressed transmembrane protein 4)
NP_690590	Q9H2W1	M4A6A_HUMAN	Membrane-spanning 4-domains subfamily A member 6A (CD20 antigen-like 3) (Four-span transmembrane protein 3)
NP_690591	Q9H2W1	M4A6A_HUMAN	Membrane-spanning 4-domains subfamily A member 6A (CD20 antigen-like 3) (Four-span transmembrane protein 3)
NP_690591	A0A024R554	A0A024R554_HUMAN	Membrane-spanning 4-domains, subfamily A, member 6A, isoform CRA_b
NP_071744	Q9H2W1	M4A6A_HUMAN	Membrane-spanning 4-domains subfamily A member 6A (CD20 antigen-like 3) (Four-span transmembrane protein 3)
NP_071744	A0A024R516	A0A024R516_HUMAN	Membrane-spanning 4-domains, subfamily A, member 6A, isoform CRA_a
NP_001012417	Q5J8X5	M4A13_HUMAN	Membrane-spanning 4-domains subfamily A member 13 (Testis-expressed transmembrane protein 4)
NP_001073160	Q96JA4	M4A14_HUMAN	Membrane-spanning 4-domains subfamily A member 14 (Testis development protein NYD-SP21)
